11/17/2018-10:46:59.686494  [**] [1:2402000:5001] ET DROP Dshield Block Listed Source group 1 [**] [Classification: Misc Attack] [Priority: 2] {TCP} 176.119.4.18:52626 -> 10.128.0.7:4425
11/17/2018-11:04:42.403213  [**] [1:2403440:44968] ET CINS Active Threat Intelligence Poor Reputation IP TCP group 71 [**] [Classification: Misc Attack] [Priority: 2] {TCP} 78.128.112.94:52232 -> 10.128.0.7:8294
11/17/2018-11:06:03.212395  [**] [1:2402000:5001] ET DROP Dshield Block Listed Source group 1 [**] [Classification: Misc Attack] [Priority: 2] {TCP} 176.119.4.73:51513 -> 10.128.0.7:9835
11/17/2018-11:06:18.592818  [**] [1:2402000:5001] ET DROP Dshield Block Listed Source group 1 [**] [Classification: Misc Attack] [Priority: 2] {TCP} 176.119.7.62:51510 -> 10.128.0.7:9620
11/17/2018-11:06:31.353232  [**] [1:2500028:4888] ET COMPROMISED Known Compromised or Hostile Host Traffic TCP group 15 [**] [Classification: Misc Attack] [Priority: 2] {TCP} 46.101.9.8:35045 -> 10.128.0.7:8088
11/17/2018-11:06:38.029116  [**] [1:2402000:5001] ET DROP Dshield Block Listed Source group 1 [**] [Classification: Misc Attack] [Priority: 2] {TCP} 176.119.4.60:48762 -> 10.128.0.7:50378
11/17/2018-11:07:15.059693  [**] [1:2402000:5001] ET DROP Dshield Block Listed Source group 1 [**] [Classification: Misc Attack] [Priority: 2] {TCP} 125.64.94.197:48194 -> 10.128.0.7:7100
11/17/2018-11:07:39.326238  [**] [1:2402000:5001] ET DROP Dshield Block Listed Source group 1 [**] [Classification: Misc Attack] [Priority: 2] {TCP} 176.119.4.49:55046 -> 10.128.0.7:30830
11/17/2018-11:07:47.295157  [**] [1:2402000:5001] ET DROP Dshield Block Listed Source group 1 [**] [Classification: Misc Attack] [Priority: 2] {TCP} 194.28.115.245:44503 -> 10.128.0.7:3397
11/17/2018-11:08:53.548480  [**] [1:2402000:5001] ET DROP Dshield Block Listed Source group 1 [**] [Classification: Misc Attack] [Priority: 2] {TCP} 109.248.9.4:49608 -> 10.128.0.7:3033
11/17/2018-11:09:51.313311  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51044 -> 169.254.169.254:80
11/17/2018-11:10:12.275824  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51042 -> 169.254.169.254:80
11/17/2018-11:10:21.747301  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51046 -> 169.254.169.254:80
11/17/2018-11:10:46.762806  [**] [1:2402000:5001] ET DROP Dshield Block Listed Source group 1 [**] [Classification: Misc Attack] [Priority: 2] {TCP} 176.119.4.12:49586 -> 10.128.0.7:24799
11/17/2018-11:10:51.332601  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51048 -> 169.254.169.254:80
11/17/2018-11:11:13.512138  [**] [1:2402000:5001] ET DROP Dshield Block Listed Source group 1 [**] [Classification: Misc Attack] [Priority: 2] {TCP} 176.119.4.35:53787 -> 10.128.0.7:11551
11/17/2018-11:11:30.795820  [**] [1:2500028:4888] ET COMPROMISED Known Compromised or Hostile Host Traffic TCP group 15 [**] [Classification: Misc Attack] [Priority: 2] {TCP} 46.101.9.8:34875 -> 10.128.0.7:8088
11/17/2018-11:11:35.300412  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51050 -> 169.254.169.254:80
11/17/2018-11:11:51.352426  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51054 -> 169.254.169.254:80
11/17/2018-11:11:51.774072  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51052 -> 169.254.169.254:80
11/17/2018-11:12:29.993823  [**] [1:2008578:6] ET SCAN Sipvicious Scan [**] [Classification: Attempted Information Leak] [Priority: 2] {UDP} 37.49.231.34:5170 -> 10.128.0.7:5060
11/17/2018-11:12:29.993823  [**] [1:2011716:4] ET SCAN Sipvicious User-Agent Detected (friendly-scanner) [**] [Classification: Attempted Information Leak] [Priority: 2] {UDP} 37.49.231.34:5170 -> 10.128.0.7:5060
11/17/2018-11:12:29.993823  [**] [1:2403357:44968] ET CINS Active Threat Intelligence Poor Reputation IP UDP group 29 [**] [Classification: Misc Attack] [Priority: 2] {UDP} 37.49.231.34:5170 -> 10.128.0.7:5060
11/17/2018-11:12:40.224506  [**] [1:2403416:44968] ET CINS Active Threat Intelligence Poor Reputation IP TCP group 59 [**] [Classification: Misc Attack] [Priority: 2] {TCP} 61.239.249.170:58236 -> 10.128.0.7:81
11/17/2018-11:12:51.371221  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51058 -> 169.254.169.254:80
11/17/2018-11:12:58.323879  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51056 -> 169.254.169.254:80
11/17/2018-11:13:21.828709  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51060 -> 169.254.169.254:80
11/17/2018-11:13:51.388201  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51062 -> 169.254.169.254:80
11/17/2018-11:14:10.573254  [**] [1:2403444:44968] ET CINS Active Threat Intelligence Poor Reputation IP TCP group 73 [**] [Classification: Misc Attack] [Priority: 2] {TCP} 79.251.134.215:11338 -> 10.128.0.7:32764
11/17/2018-11:14:21.344268  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51064 -> 169.254.169.254:80
11/17/2018-11:14:51.405485  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51068 -> 169.254.169.254:80
11/17/2018-11:14:51.851998  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51066 -> 169.254.169.254:80
11/17/2018-11:15:44.366136  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51070 -> 169.254.169.254:80
11/17/2018-11:15:51.424023  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51072 -> 169.254.169.254:80
11/17/2018-11:16:21.874938  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51074 -> 169.254.169.254:80
11/17/2018-11:16:37.496995  [**] [1:2402000:5001] ET DROP Dshield Block Listed Source group 1 [**] [Classification: Misc Attack] [Priority: 2] {TCP} 176.119.4.50:48866 -> 10.128.0.7:37064
11/17/2018-11:16:51.442744  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51078 -> 169.254.169.254:80
11/17/2018-11:17:07.388797  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51076 -> 169.254.169.254:80
11/17/2018-11:17:36.263702  [**] [1:2403318:44968] ET CINS Active Threat Intelligence Poor Reputation IP TCP group 10 [**] [Classification: Misc Attack] [Priority: 2] {TCP} 5.8.54.27:49951 -> 10.128.0.7:8088
11/17/2018-11:17:51.460815  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51082 -> 169.254.169.254:80
11/17/2018-11:17:51.899254  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51080 -> 169.254.169.254:80
11/17/2018-11:18:30.411119  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51084 -> 169.254.169.254:80
11/17/2018-11:18:51.480289  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51086 -> 169.254.169.254:80
11/17/2018-11:18:55.277629  [**] [1:2403376:44968] ET CINS Active Threat Intelligence Poor Reputation IP TCP group 39 [**] [Classification: Misc Attack] [Priority: 2] {TCP} 45.55.35.13:42620 -> 10.128.0.7:8088
11/17/2018-11:19:21.923319  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51088 -> 169.254.169.254:80
11/17/2018-11:19:51.499667  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51092 -> 169.254.169.254:80
11/17/2018-11:19:53.432534  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51090 -> 169.254.169.254:80
11/17/2018-11:20:35.752743  [**] [1:2403422:44968] ET CINS Active Threat Intelligence Poor Reputation IP TCP group 62 [**] [Classification: Misc Attack] [Priority: 2] {TCP} 65.123.110.36:5512 -> 10.128.0.7:23
11/17/2018-11:20:51.518326  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51096 -> 169.254.169.254:80
11/17/2018-11:20:51.947573  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51094 -> 169.254.169.254:80
11/17/2018-11:21:16.455019  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51098 -> 169.254.169.254:80
11/17/2018-11:21:18.783845  [**] [1:2101616:9] GPL DNS named version attempt [**] [Classification: Attempted Information Leak] [Priority: 2] {UDP} 66.240.192.138:15780 -> 10.128.0.7:53
11/17/2018-11:21:18.783845  [**] [1:2403423:44968] ET CINS Active Threat Intelligence Poor Reputation IP UDP group 62 [**] [Classification: Misc Attack] [Priority: 2] {UDP} 66.240.192.138:15780 -> 10.128.0.7:53
11/17/2018-11:21:51.537288  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51100 -> 169.254.169.254:80
11/17/2018-11:22:21.972575  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51102 -> 169.254.169.254:80
11/17/2018-11:22:39.477768  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51104 -> 169.254.169.254:80
11/17/2018-11:22:51.556735  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51106 -> 169.254.169.254:80
11/17/2018-11:23:51.575711  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51112 -> 169.254.169.254:80
11/17/2018-11:23:51.996283  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51108 -> 169.254.169.254:80
11/17/2018-11:23:53.382102  [**] [1:2010935:3] ET SCAN Suspicious inbound to MSSQL port 1433 [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 1.28.7.75:64822 -> 10.128.0.7:1433
11/17/2018-11:23:58.959558  [**] [1:2403382:44968] ET CINS Active Threat Intelligence Poor Reputation IP TCP group 42 [**] [Classification: Misc Attack] [Priority: 2] {TCP} 46.45.143.185:40235 -> 10.128.0.7:44389
11/17/2018-11:24:02.500887  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51110 -> 169.254.169.254:80
11/17/2018-11:24:51.595090  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51114 -> 169.254.169.254:80
11/17/2018-11:25:04.888315  [**] [1:2500028:4888] ET COMPROMISED Known Compromised or Hostile Host Traffic TCP group 15 [**] [Classification: Misc Attack] [Priority: 2] {TCP} 46.101.9.8:52456 -> 10.128.0.7:8088
11/17/2018-11:25:07.663262  [**] [1:2402000:5001] ET DROP Dshield Block Listed Source group 1 [**] [Classification: Misc Attack] [Priority: 2] {TCP} 176.119.4.37:56007 -> 10.128.0.7:62885
11/17/2018-11:25:22.024237  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51116 -> 169.254.169.254:80
11/17/2018-11:25:25.524301  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51118 -> 169.254.169.254:80
11/17/2018-11:25:51.614375  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51120 -> 169.254.169.254:80
11/17/2018-11:26:48.547659  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51124 -> 169.254.169.254:80
11/17/2018-11:26:51.632930  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51126 -> 169.254.169.254:80
11/17/2018-11:26:52.048742  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51122 -> 169.254.169.254:80
11/17/2018-11:27:32.091551  [**] [1:2402000:5001] ET DROP Dshield Block Listed Source group 1 [**] [Classification: Misc Attack] [Priority: 2] {TCP} 176.119.7.58:49167 -> 10.128.0.7:57919
11/17/2018-11:27:51.652159  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51130 -> 169.254.169.254:80
11/17/2018-11:27:53.895648  [**] [1:2403428:44968] ET CINS Active Threat Intelligence Poor Reputation IP TCP group 65 [**] [Classification: Misc Attack] [Priority: 2] {TCP} 71.6.158.166:29011 -> 10.128.0.7:1935
11/17/2018-11:28:11.572129  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51128 -> 169.254.169.254:80
11/17/2018-11:28:22.074569  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51132 -> 169.254.169.254:80
11/17/2018-11:28:51.672582  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51134 -> 169.254.169.254:80
11/17/2018-11:29:00.030958  [**] [1:2008578:6] ET SCAN Sipvicious Scan [**] [Classification: Attempted Information Leak] [Priority: 2] {UDP} 37.49.231.82:5100 -> 10.128.0.7:5060
11/17/2018-11:29:00.030958  [**] [1:2011716:4] ET SCAN Sipvicious User-Agent Detected (friendly-scanner) [**] [Classification: Attempted Information Leak] [Priority: 2] {UDP} 37.49.231.82:5100 -> 10.128.0.7:5060
11/17/2018-11:29:00.030958  [**] [1:2403357:44968] ET CINS Active Threat Intelligence Poor Reputation IP UDP group 29 [**] [Classification: Misc Attack] [Priority: 2] {UDP} 37.49.231.82:5100 -> 10.128.0.7:5060
11/17/2018-11:29:00.394744  [**] [1:2008578:6] ET SCAN Sipvicious Scan [**] [Classification: Attempted Information Leak] [Priority: 2] {UDP} 37.49.228.142:5273 -> 10.128.0.7:5060
11/17/2018-11:29:00.394744  [**] [1:2011716:4] ET SCAN Sipvicious User-Agent Detected (friendly-scanner) [**] [Classification: Attempted Information Leak] [Priority: 2] {UDP} 37.49.228.142:5273 -> 10.128.0.7:5060
11/17/2018-11:29:34.596291  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51136 -> 169.254.169.254:80
11/17/2018-11:29:51.691675  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51140 -> 169.254.169.254:80
11/17/2018-11:29:52.099711  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51138 -> 169.254.169.254:80
11/17/2018-11:30:51.710626  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51144 -> 169.254.169.254:80
11/17/2018-11:30:57.620626  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51142 -> 169.254.169.254:80
11/17/2018-11:31:22.125772  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51146 -> 169.254.169.254:80
11/17/2018-11:31:51.730175  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51148 -> 169.254.169.254:80
11/17/2018-11:32:20.644760  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51150 -> 169.254.169.254:80
11/17/2018-11:32:51.750424  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51154 -> 169.254.169.254:80
11/17/2018-11:32:52.151277  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51152 -> 169.254.169.254:80
11/17/2018-11:33:43.669155  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51156 -> 169.254.169.254:80
11/17/2018-11:33:51.770453  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51158 -> 169.254.169.254:80
11/17/2018-11:34:18.609207  [**] [1:2402000:5001] ET DROP Dshield Block Listed Source group 1 [**] [Classification: Misc Attack] [Priority: 2] {TCP} 5.188.206.22:55436 -> 10.128.0.7:5589
11/17/2018-11:34:18.609207  [**] [1:2403312:44968] ET CINS Active Threat Intelligence Poor Reputation IP TCP group 7 [**] [Classification: Misc Attack] [Priority: 2] {TCP} 5.188.206.22:55436 -> 10.128.0.7:5589
11/17/2018-11:34:22.177646  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51160 -> 169.254.169.254:80
11/17/2018-11:34:51.790218  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51164 -> 169.254.169.254:80
11/17/2018-11:35:06.693259  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51162 -> 169.254.169.254:80
11/17/2018-11:35:51.809485  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51168 -> 169.254.169.254:80
11/17/2018-11:35:52.203393  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51166 -> 169.254.169.254:80
11/17/2018-11:36:29.716131  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51170 -> 169.254.169.254:80
11/17/2018-11:36:51.826992  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51172 -> 169.254.169.254:80
11/17/2018-11:37:22.227029  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51174 -> 169.254.169.254:80
11/17/2018-11:37:37.931300  [**] [1:2500028:4888] ET COMPROMISED Known Compromised or Hostile Host Traffic TCP group 15 [**] [Classification: Misc Attack] [Priority: 2] {TCP} 46.101.9.8:59277 -> 10.128.0.7:8088
11/17/2018-11:37:41.406128  [**] [1:2402000:5001] ET DROP Dshield Block Listed Source group 1 [**] [Classification: Misc Attack] [Priority: 2] {TCP} 176.119.4.56:52905 -> 10.128.0.7:4384
11/17/2018-11:37:51.845319  [**] [1:2013031:3] ET POLICY Python-urllib/ Suspicious User Agent [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.128.0.7:51178 -> 169.254.169.254:80
